time, Quad.Pos.Y, Quad.Est.Y, Quad.Vel.Y, Quad.Est.VY
2.769982,-0.000608,0.041548,0.002436,0.004853
2.774981,-0.000595,0.041577,0.002543,0.003697
2.779981,-0.000582,0.041868,0.002650,0.014509
2.784981,-0.000569,0.041955,0.002755,0.014309
2.789980,-0.000555,0.042951,0.002858,0.040496
2.794980,-0.000540,0.043192,0.002959,0.041827
2.799979,-0.000525,0.043032,0.003054,0.034670
2.804979,-0.000510,0.042632,0.003146,0.025165
2.809979,-0.000494,0.043230,0.003238,0.009478
2.814978,-0.000477,0.043282,0.003333,0.008353
2.819978,-0.000460,0.042965,0.003431,0.031018
2.824978,-0.000443,0.043147,0.003531,0.032670
2.829977,-0.000425,0.043331,0.003631,0.024109
2.834977,-0.000406,0.043472,0.003733,0.022318
2.839977,-0.000387,0.043505,0.003839,0.006548
2.844976,-0.000368,0.043547,0.003947,0.010084
2.849976,-0.000348,0.043746,0.004054,0.024929
2.854975,-0.000327,0.043900,0.004158,0.026241
2.859975,-0.000306,0.044103,0.004254,0.032288
2.864975,-0.000285,0.044305,0.004333,0.035089
2.869974,-0.000263,0.044476,0.004388,0.036475
2.874974,-0.000241,0.044697,0.004414,0.035656
2.879974,-0.000219,0.044858,0.004412,0.036403
2.884973,-0.000197,0.045075,0.004384,0.035482
2.889973,-0.000175,0.045601,0.004331,0.048009
2.894973,-0.000153,0.045890,0.004257,0.048661
2.899972,-0.000132,0.046066,0.004166,0.047897
2.904972,-0.000112,0.008882,0.004066,0.011543
2.909971,-0.000092,0.009221,0.003966,0.000094
2.914971,-0.000072,0.009229,0.003868,0.000707
2.919971,-0.000053,0.009109,0.003777,0.008229
2.924970,-0.000035,0.009148,0.003692,0.004064
2.929970,-0.000016,0.009094,0.003612,0.015292
2.934970,0.000001,0.009184,0.003534,0.015735
2.939969,0.000019,0.009279,0.003457,0.021457
2.944969,0.000036,0.009407,0.003378,0.022647
2.949969,0.000053,0.009782,0.003299,0.043739
2.954968,0.000069,0.010041,0.003219,0.042754
2.959968,0.000085,0.010153,0.003139,0.039258
2.964967,0.000100,0.010383,0.003056,0.040866
2.969967,0.000115,0.010469,0.002969,0.034368
2.974967,0.000130,0.010681,0.002873,0.035292
2.979966,0.000144,0.010791,0.002768,0.034043
2.984966,0.000157,0.010987,0.002656,0.031532
2.989966,0.000170,0.010881,0.002540,0.022869
2.994965,0.000183,0.011016,0.002422,0.023418
2.999965,0.000194,0.011448,0.002308,0.031323
3.004965,0.000206,0.038587,0.002197,0.024234
3.009964,0.000216,0.038696,0.002090,0.024368
3.014964,0.000226,0.038843,0.001979,0.024148
3.019964,0.000236,0.038697,0.001865,0.039103
3.024963,0.000245,0.038931,0.001744,0.041281
3.029963,0.000253,0.039203,0.001607,0.022473
3.034962,0.000261,0.039336,0.001453,0.021867
3.039962,0.000268,0.039451,0.001282,0.027066
3.044962,0.000273,0.039614,0.001099,0.028410
3.049961,0.000278,0.039722,0.000913,0.029092
3.054961,0.000282,0.039896,0.000728,0.028699
3.059961,0.000285,0.039804,0.000551,0.021597
3.064960,0.000288,0.039932,0.000386,0.021716
3.069960,0.000289,0.040162,0.000237,0.024533
3.074960,0.000290,0.040301,0.000107,0.022671
3.079959,0.000290,0.040471,-0.000004,0.025243
3.084959,0.000290,0.040619,-0.000093,0.022569
3.089958,0.000289,0.040999,-0.000162,0.030225
